cid  ;ano;aaua;nvt;rm;abt;eec;cmp;pibpc;att;mert;dd;at;dsmc;fvt;meit;mct;cavt;mpet;vhd;meft;lat;vlc;vhct;mem;ipdm;mep;hiv;obit;bcg;hepa;hepb;poli;fa;dmt;rota;meni;pne;tri;tet;dtp;tpb;papi;cvdt;cvta;aaq;saldo;class
Cruzmaltina;2012;660;36;10212136,31;;4014;1072;20681;4;571;10,21;305,359;339,13;1087;83;38;96160;45;;362;;;;126;0,6925;;;27;124,24;;112,12;121,21;136,36;10576684,71;103,03;112,12;112,12;142,42;;118,18;;;;;;-364548,4;negativo
Curitiba;2012;702709;25079;5911551022,31;387;4697216;263869;39756;7659;393481;4079,87;435,495;;1304753;61173;34041;123358983;27132;597;234215;25;16;238;81614;0,8761;16479;459;10046;98,07;;95,84;97,38;1,11;5694994283,96;90,43;96,24;91,1;95,29;;96,33;17,8;;;;1;216556738,35;positivo
Curiúva;2012;3579;191;22374791,43;3;15622;2921;10281;16;3299;24,55;573,465;281,02;4850;298;36;537732;262;2;2352;;;5;649;0,5787;;1;86;114,56;;94,17;88,83;115,53;22339415,22;92,72;99,03;83,5;108,74;;88,83;11,65;;;;;35376,2100000009;positivo
Diamante D'Oeste;2012;1160;71;13343972,86;;6072;1118;13137;4;1159;16,34;309,147;576,7;1694;173;83;168562;90;2;808;;;;178;0,648;;;43;78,16;;93,1;85,06;89,66;13495708,43;67,82;78,16;86,21;86,21;;91,95;12,64;;;;;-151735,57;negativo
Diamante do Norte;2012;1717;62;14839638,9;1;6471;1280;38949;7;1391;22,31;243,257;583,17;2831;180;70;305964;110;1;729;;;1;482;0,6808;;;46;86,76;;72,06;72,06;73,53;16100297,91;82,35;80,88;64,71;105,88;;72,06;29,41;;;;1;-1260659,01;negativo
Diamante do Sul;2012;494;53;12886971,16;;2844;1174;9801;2;988;10,08;345,981;411,38;999;75;22;71766;53;;702;;;;211;0,6075;;1;23;7,32;;117,07;129,27;104,88;12331917,54;97,56;141,46;117,07;100;;131,71;39,02;;;;;555053,620000001;positivo
Dois Vizinhos;2012;11788;585;66952003,07;5;144919;6020;22933;437;8764;87,86;419,017;464,14;21956;1291;371;1722731;920;6;5364;;;9;1960;0,7768;149;4;213;109,79;;97,89;82,15;94,82;78066480,96;95,97;98,46;101,34;102,5;;98,85;27,06;;;;1;-11114477,89;negativo
Douradina;2012;2749;115;18416425,46;2;15369;2050;45459;;1695;18,18;420,255;609,53;4351;362;141;455521;221;;1022;;;2;311;0,8643;;;55;122,55;;122,55;116,67;125,49;19313186,91;108,82;113,73;119,61;123,53;;122,55;43,14;;;;;-896761,449999999;negativo
Doutor Camargo;2012;2193;61;11613625,45;1;8917;855;16897;20;1066;49,36;118,233;477,58;3384;214;83;355931;131;1;606;;;4;246;0,7044;;;46;62;;122;112;108;11796619,38;118;94;104;104;;126;14;;;;;-182993,930000002;negativo
Doutor Ulysses;2012;330;61;12524283,95;;2647;1582;9682;1;1648;7,22;787,32;131,45;1085;62;62;49000;;;1304;;;;282;0,4661;;;32;90,63;;120,31;139,06;121,88;12466287,04;98,44;106,25;104,69;145,31;;145,31;4,69;;;;;57996,9100000002;positivo
Enéas Marques;2012;776;66;16097408,73;1;20699;1344;19901;13;1391;31,33;193,461;498,62;3199;122;43;117823;79;1;972;;;3;297;0,7187;;;35;107,02;;94,74;87,72;107,02;16445584,61;110,53;112,28;110,53;101,75;;108,77;24,56;;;;;-348175,879999999;negativo
Engenheiro Beltrão;2012;4971;161;25334641,56;4;21680;3241;20023;39;2998;29,57;469,424;456,91;6824;646;225;829259;421;2;1803;;;14;549;0,76;;1;102;98,8;;82,53;99,4;92,77;25053817,79;88,55;86,14;105,42;93,98;;96,39;1,2;;;;1;280823,77;positivo
Entre Rios do Oeste;2012; ;57;18812371,78;1;15212;917;27199;28;912;33,38;120,327;610,55;2399;196;102;;94;1;535;;;3;181;0,8098;;;15;87,04;;101,85;105,56;88,89;18887748,2;112,96;114,81;105,56;83,33;;105,56;50;;;;;-75376,4199999981;negativo
Esperança Nova;2012;542;25;9217148,15;;3289;434;12954;;396;13,48;142,358;639;943;69;35;84512;34;;251;;;1;76;0,7538;;;17;123,81;;104,76;95,24;85,71;8315120,91;80,95;85,71;85,71;80,95;;104,76;4,76;;;;;902027,24;positivo
Espigão Alto do Iguaçu;2012;668;77;13183985,17;;5478;807;14197;1;1172;14,24;320,87;419,4;1406;114;46;93643;68;1;850;;;2;208;0,6045;;;35;75,61;;106,1;102,44;97,56;13912426,34;89,02;100;82,93;97,56;;102,44;19,51;;;;;-728441,17;negativo
Farol;2012;775;33;10714978,45;;5325;972;25028;;814;11,65;291,6;472,62;1290;163;40;119503;123;1;484;;;;167;0,7056;;;29;73,91;;97,83;97,83;110,87;10518048,01;100;95,65;108,7;117,39;;97,83;10,87;;;;;196930,44;positivo
Faxinal;2012;5426;244;25639378,93;5;27886;5168;16716;73;3906;23,01;713,68;323,85;7655;442;225;875198;217;2;2547;;;8;872;0,6447;45;3;153;110,64;;111,06;103,83;85,11;26156609,9;99,15;110,64;105,96;94,89;;102,55;20,43;;;;1;-517230,969999999;negativo
Fazenda Rio Grande;2012;29936;1809;114489796,2;5;133809;19843;11458;310;24766;732,5;115,377;31,35;31602;3146;1008;4532776;2138;72;16889;1;;11;4361;0,6887;370;8;507;163,18;;121,06;127,13;2,77;124243428,56;124,14;140,51;123,21;131,67;;132,21;24,29;;;;;-9753632,36;negativo
Fênix;2012;1575;56;11247938,2;1;5668;1081;18330;9;1172;20,45;233,811;423;1966;186;46;260238;140;1;633;;;;353;0,694;;;50;122,73;;106,82;109,09;90,91;12751666,9;120,45;136,36;118,18;102,27;;109,09;34,09;;;;;-1503728,7;negativo
Fernandes Pinheiro;2012;905;110;15669076,72;1;8001;1489;16590;5;1531;14,43;406,633;149,81;1918;163;58;129325;105;;1080;;;1;288;0,6558;;;27;125,58;;143,02;139,53;122,09;14346232,12;119,77;127,91;117,44;132,56;;143,02;47,67;;;;1;1322844,6;positivo
Figueira;2012;2912;107;13190489,92;1;16921;1918;12451;10;1923;62,98;129,905;303,16;2956;178;40;445111;138;1;1338;;;4;407;0,684;;5;68;97,52;;100;94,21;65,29;11384175,98;110,74;90,08;112,4;106,61;;95,04;23,97;;;;;1806313,94;positivo
Flor da Serra do Sul;2012;746;52;13983414,8;;6686;1266;14689;5;1171;18,46;254,27;514,7;1987;136;61;103762;75;;766;;;2;269;0,6957;;;26;127,27;;134,09;136,36;154,55;13942245,24;118,18;131,82;129,55;150;;136,36;2,27;;;;;41169,5600000005;positivo
Floraí;2012;2006;49;15072973,03;2;10471;679;24988;8;872;26,31;190,644;470,73;2808;185;89;319317;96;1;477;;;2;210;0,783;;;49;72,73;;96,36;89,09;81,82;15500706,01;65,45;98,18;100;78,18;;90,91;7,27;;;;;-427732,980000001;negativo
Floresta;2012;2225;78;12566102,52;1;10349;1350;16994;11;1333;37,37;162,007;445,47;4050;342;133;373073;209;2;692;;;1;299;0,7359;;;39;58,75;;103,75;88,75;100;12430565,58;78,75;68,75;90;100;;91,25;1,25;;;;;135536,939999999;positivo
Florestópolis;2012;3769;151;17135454,15;2;17114;2584;12160;19;2339;44,41;249,394;455,76;4138;490;110;629630;380;6;1420;;;2;429;0,7563;;;84;98,67;;99,33;98;110,67;16586721,67;90;116;122;106,67;;106;39,33;;;;1;548732,479999999;positivo
Flórida;2012; ;33;10537401,1;1;4259;931;13401;3;580;30,79;83,14;458,54;1358;123;58;;65;;346;;;;111;0,7664;;2;21;116;;108;84;100;9407557,75;112;108;84;140;;76;24;;;;;1129843,35;positivo
Formosa do Oeste;2012;2094;94;14508119,73;2;16924;1590;18114;15;1434;26,75;275,076;564,71;4471;230;162;338518;68;3;817;;;;289;0,7235;98;;64;101,18;;75,29;77,65;84,71;15618858,81;95,29;85,88;70,59;85,88;;75,29;29,41;;;;;-1110739,08;negativo
Foz do Iguaçu;2012;93188;4392;522825953,18;23;521034;36334;32142;2694;64964;419,07;610,209;630,2;137704;10795;4506;16798923;6289;165;39737;3;;80;12965;0,7569;1467;81;1451;115,59;;94,9;100,54;86,18;523506811,05;90,36;100,79;93,17;96,55;;102,65;12;;;;2;-680857,870000005;negativo
Foz do Jordão;2012;1650;73;14300475,06;;4791;1679;12882;4;1383;22,58;233,631;352,27;1756;178;76;237987;102;1;1025;;;1;180;0,6308;;;37;92,77;;103,61;101,2;107,23;14746046,54;79,52;89,16;84,34;107,23;;101,2;15,66;;;;;-445571,479999999;negativo
Francisco Alves;2012;1997;90;14971605,24;;9433;1095;13553;10;1428;19,76;320,765;635,46;2922;245;71;309459;174;2;913;;;2;270;0,6517;;;66;108,64;;62,96;88,89;74,07;14484465,69;79,01;91,36;107,41;102,47;;66,67;9,88;;;;;487139,550000001;positivo
Francisco Beltrão;2012;27333;1182;142171746,03;6;231572;15395;21558;1272;19167;110,32;731,731;474,41;47062;3191;1490;4215990;1701;11;11360;1;1;44;4187;0,7874;429;9;530;100,7;;103,51;89,2;93,33;146260934,67;92,71;112,47;104,83;96,58;;99,39;20,81;;;;1;-4089188,63999999;negativo
General Carneiro;2012;3173;208;23092575,12;3;17580;2302;16477;32;3357;12,72;1072,013;278,4;4616;259;86;456412;173;4;2546;;;11;552;0,6336;;1;106;92,74;;80,65;92,74;72,18;24162224,15;81,45;75,81;62,5;83,47;;72,98;8,47;;;;;-1069649,03;negativo
Godoy Moreira;2012;801;37;12206954,01;;2855;615;11455;;666;24,63;132,467;435,96;1197;110;43;115539;67;;400;;;;156;0,7089;;;23;77,55;;69,39;65,31;73,47;10992576,5;85,71;85,71;65,31;79,59;;65,31;2,04;;;;;1214377,51;positivo
Goioerê;2012;10167;311;47692052,57;4;59858;3911;17991;198;6341;51,07;566,028;517,94;15004;1065;673;1670979;392;8;3793;;2;11;1308;0,7198;175;8;228;85,76;;90,12;83,72;77,62;44538684,6;75,87;91,28;84,01;97,09;;85,76;0,87;;;;2;3153367,97;positivo
Goioxim;2012;748;113;14675477,3;;5750;1423;13158;5;1990;10,57;701,594;328,07;1806;173;72;110101;101;;1503;;;;314;0,5605;;;36;101,71;;123,08;116,24;93,16;14863287,94;92,31;89,74;100,85;91,45;;117,09;4,27;;;;;-187810,639999999;negativo
Grandes Rios;2012;1646;86;12091232,76;1;7082;955;12527;7;1457;21,1;305,183;359,2;2395;208;85;249391;123;2;922;;;1;327;0,6161;;1;62;87,88;;90,91;85,86;61,62;11916991,58;74,75;104,04;93,94;79,8;;90,91;40,4;;;;;174241,18;positivo
Guaíra;2012;9997;510;58064662,99;4;61020;2323;17352;186;7255;54,52;568,845;679,86;20428;977;268;1738242;709;29;4952;;2;11;1219;0,6292;107;9;241;127,19;;75,12;96,77;117,28;58065590,47;106,91;125,58;127,42;82,03;;56,91;4,84;;;;1;-927,479999996722;negativo
Guairaçá;2012;1955;95;15305048,99;;8259;2094;21860;16;1301;12,65;493,553;527,06;2498;216;82;313994;134;;837;;;1;248;0,6944;;;38;87,85;;91,59;90,65;85,98;14984485,7;82,24;85,98;87,85;100,93;;90,65;38,32;;;;;320563,290000001;positivo
Guamiranga;2012;1119;101;17854719,22;;10592;2306;17988;9;1925;32,97;243,157;191,7;3160;181;92;159669;89;1;1261;;;;483;0,6549;;;49;103;;124;128;114;15295876,22;114;127;129;125;;125;10;;;;;2558843;positivo
Guapirama;2012;1260;55;10980893,42;;6548;1109;17454;1;913;20,45;189,03;345,85;1419;168;83;187886;85;;515;;;1;230;0,6893;;;35;95,59;;89,71;89,71;83,82;11956710,87;77,94;85,29;88,24;89,71;;88,24;32,35;;;;;-975817,449999999;negativo
Guaporema;2012;567;19;9039041,9;;4423;451;18523;;465;11,07;200,755;552,6;955;79;37;98415;42;;284;;;;102;0,7564;;;13;75;;70;70;100;9017092,31;85;85;95;115;;85;;;;;;21949,5899999999;positivo
Guaraci;2012;1700;51;13548155,41;;12603;1263;14034;8;1241;24,4;212,304;459,84;2273;244;93;285228;151;;754;;;1;243;0,7118;;;44;86,44;;77,97;89,83;108,47;12856459,43;76,27;122,03;67,8;111,86;;96,61;11,86;;;;;691695,98;positivo
Guaraniaçu;2012;3163;194;29248470,54;4;21330;3025;15157;37;3342;11,44;1240,063;427,51;6275;408;200;464357;208;11;2194;;;9;740;0,7249;;;96;108,61;;79,43;81,82;74,64;31817473,46;77,03;84,69;75,12;86,12;;78,95;12,44;;;;;-2569002,92;negativo
Guarapuava;2012;55704;2735;225986260,48;14;389030;31228;20324;1853;41690;53,26;3177,598;252,7;80086;3830;2164;8735761;1666;43;28388;9;2;56;7915;0,7297;1557;38;1160;97,66;;94,25;92,34;92,16;235828686,15;91,55;91,27;87,35;100,32;;92,34;29,83;;;;2;-9842425,67000002;negativo
Guaraqueçaba;2012;897;94;16217175,99;1;5965;1229;7944;10;2120;3,37;2315,733;176,1;509;134;88;143744;46;;1576;;;;410;0,5347;;2;31;98,06;;100;104,85;97,09;17945835,15;97,09;102,91;97,09;137,86;;105,83;17,48;;;;;-1728659,16;negativo
Guaratuba;2012;22911;488;76670515,37;5;101096;4192;13132;273;8606;24,71;1328,48;117,73;11192;1552;577;3638433;975;16;5614;;;18;1440;0,6255;;26;244;113,57;;94,75;94,31;76,15;74904785,15;89,5;88,84;80,74;82,28;;96,94;31,29;;;;1;1765730,22;positivo
Honório Serpa;2012;853;78;14259330,87;;11310;1534;17996;20;1513;11,54;503,674;427,23;2188;145;60;126886;85;;1032;;;;336;0,6686;;;26;80,39;;92,16;81,37;75,49;13846257,49;64,71;78,43;74,51;71,57;;75,49;34,31;;;;;413073,379999999;positivo
Ibaiti;2012;9278;403;36855402,8;5;45379;5248;13776;124;7002;32,32;900,233;295,6;11411;876;515;1418125;361;3;4469;;;13;1365;0,6899;292;12;230;99,76;;104,58;107,95;101,45;29859938,07;96,14;97,83;93,49;109,16;;107,95;;;;;1;6995464,73;positivo
Ibema;2012;1935;108;13206453,51;;13221;1454;13692;3;1712;40,63;150,039;452;2275;323;109;267519;214;1;1057;;1;3;332;0,7242;;;34;78,31;;116,87;104,82;101,2;12504667,19;101,2;109,64;106,02;112,05;;114,46;32,53;;;;;701786,32;positivo
Ibiporã;2012;18496;711;94895562,7;5;128662;6704;31774;299;11246;164,32;298,87;407,27;24479;1978;925;3289380;1053;16;6769;;;9;2189;0,7462;310;10;320;105,38;;89,94;95,75;88,24;90316685,45;85,98;89,8;92,35;84,28;;89,38;27,2;;;;;4578877,25;positivo
Icaraíma;2012;2913;108;18844702,77;3;17554;1094;16162;33;1869;12,48;693,684;648,77;4042;259;51;483064;208;;1192;;;4;418;0,6757;;1;78;106,93;;114,85;112,87;113,86;17900189,59;109,9;113,86;113,86;102,97;;111,88;8,91;;;;1;944513,18;positivo
Iguaraçu;2012;1609;55;12734323,87;1;11734;748;28231;5;943;24,75;163,247;435,24;1985;225;120;283200;105;;532;;;;186;0,7573;;;28;84,44;;137,78;142,22;120;12973985,82;131,11;131,11;142,22;120;;140;15,56;;;;1;-239661,950000001;negativo
Iguatu;2012;610;12;9052453,87;;2732;364;22926;;505;20,76;107,466;550,73;873;83;41;95699;42;;315;;;1;107;0,7523;;;16;15,15;;51,52;51,52;54,55;8794216,99;48,48;57,58;54,55;60,61;;51,52;;;;;;258236,879999999;positivo
Imbaú;2012;2966;186;17677922,81;2;10784;1062;10121;6;2987;34,97;330,154;217,9;3819;262;54;435119;208;1;2207;;;7;518;0,6092;;2;75;73,64;;71,82;66,36;72,27;17260427,02;54,09;72,73;70,91;75,91;;78,18;14,09;;;;;417495,789999999;positivo
Imbituva;2012;7022;482;40982926,31;5;57650;6207;16015;96;6854;38,3;758,479;174,3;12780;559;190;1044922;369;6;5139;;;14;1156;0,6911;;2;166;95,15;;112,01;84,06;99,08;38719785,26;104,16;111,32;105,77;88,68;;101,15;33,26;;;;;2263141,05;positivo
Inácio Martins;2012;2182;161;19458967,84;2;11107;1086;9069;13;2854;11,68;936,592;205,14;2918;274;99;295152;175;1;2191;;;;389;0,6085;;;46;88,24;;85,56;85,56;82,89;20482716,55;81,28;85,56;90,91;81,82;;86,1;27,81;;;;;-1023748,71;negativo
Inajá;2012;1079;38;8779015,3;;5626;888;11628;12;678;15,43;194,374;517,53;1255;119;49;175909;70;;391;;;2;168;0,7164;;;24;97,22;;97,22;105,56;91,67;8292120,73;77,78;100;119,44;119,44;;105,56;5,56;;;;;486894,57;positivo
Indianópolis;2012;1429;60;12042444,1;;14781;1239;53045;12;969;35,3;122,187;530,03;2336;188;83;218209;105;;602;;;;179;0,7762;;;25;115,22;;132,61;123,91;113,04;12076165,33;123,91;132,61;119,57;119,57;;130,43;47,83;;;;;-33721,2300000004;negativo
Ipiranga;2012;2011;196;26818070,1;2;18347;2505;20827;23;3421;15,4;926,955;167,02;5776;351;89;287230;262;1;2426;;;8;586;0,6304;58;1;81;103;;73,5;84,5;94;27210286,16;101,5;101,5;93;85,5;;81;19;;;;;-392216,059999999;negativo
Iporã;2012;4903;197;28539456,74;4;30452;3562;13864;82;3074;22,66;651,329;619,41;7784;455;209;791291;246;8;1907;;;4;641;0,6964;71;5;141;90,96;;72,34;79,79;68,09;27451625,36;92,02;80,85;80,85;86,7;;81,91;16,49;;;;;1087831,38;positivo
Iracema do Oeste;2012;795;35;8665104,69;;4192;524;17666;2;520;30,59;82,453;569,09;1155;76;31;116834;45;;326;;;1;118;0,6988;;;18;163,16;;189,47;194,74;152,63;9243765,27;200;184,21;184,21;147,37;;194,74;57,89;;;;;-578660,58;negativo
Irati;2012;17185;756;91754873,22;5;99997;1558;18991;479;12982;57,06;995,289;150,34;28342;1205;614;2528547;591;7;8232;;;6;2798;0,7427;747;4;393;102,54;;89,57;91,73;100,76;86992422,52;92,62;91,35;88,93;108,52;;93,51;7,63;;;;;4762450,7;positivo
Iretama;2012;2613;140;21342461,47;3;14117;1600;13563;13;2720;18,5;568,33;392,3;3871;416;215;402327;201;2;1765;1;;3;539;0,6548;;1;84;109,52;;98,41;94,44;107,94;19094348,6;92,86;93,65;105,56;123,02;;92,06;7,14;;;;;2248112,87;positivo
Itaguajé;2012;1433;48;10992655,42;1;6215;605;12856;9;1110;23,81;190,614;520,67;2388;194;79;241064;115;;702;;;2;214;0,6559;;3;27;81,48;;81,48;75,93;74,07;12434008,68;66,67;83,33;77,78;88,89;;79,63;12,96;;;;;-1441353,26;negativo
Itaipulândia;2012;2982;151;;1;29296;1826;20515;58;2446;28,16;332,317;617,71;4765;517;313;475123;204;;1531;;;3;398;0,7674;;1;70;146,72;;117,21;107,38;107,38;;102,46;112,3;113,93;95,08;;103,28;3,28;;;;;0;positivo
Itambaracá;2012;2174;80;16972740,76;;8028;1279;15538;3;1510;32,43;206,933;419,45;2605;279;122;320000;157;2;923;;;1;308;0,6285;;2;71;76;;85;86;79;16213388,37;83;85;86;83;;88;44;;;;;759352,390000003;positivo
Itambé;2012;2229;67;14332356,89;2;9595;935;19077;11;1198;24,48;244,439;432,97;3214;258;75;347103;183;;686;;;;254;0,7507;;;40;55,26;;103,95;113,16;100;13631569,09;71,05;90,79;92,11;114,47;;109,21;;;;;1;700787,800000001;positivo
Itapejara d'Oeste;2012;2873;130;23539653,15;2;39385;881;19713;94;2192;42,24;254,207;443,86;5367;355;93;414235;262;2;1365;;;3;472;0,729;;1;62;118,18;;104,55;102,73;105,45;22444319,63;107,27;106,36;114,55;131,82;;106,36;45,45;;;;;1095333,52;positivo
Itaperuçu;2012;6229;449;30163268,56;1;28419;8491;16079;41;5586;76,75;320,158;30,76;9654;675;85;951283;590;9;4306;;;1;605;0,5316;;;148;159,77;;97,73;110,45;120;30019751,77;86,36;85,23;86,82;127,5;;99,77;18,64;;;;;143516,789999999;positivo
Itaúna do Sul;2012;1178;56;9234449,93;1;3940;1234;12503;6;844;26,93;128,223;584,35;1506;152;59;200287;93;;537;;;;155;0,6179;;;37;98,33;;86,67;78,33;93,33;9363458,33;83,33;86,67;70;91,67;;80;30;;;;;-129008,4;negativo
Ivaí;2012;2231;190;21388223,8;3;13534;615;17637;14;3029;21,25;609,538;204,68;5647;148;;317455;148;1;2271;;;1;610;0,5638;;;90;86,38;;88,26;91,08;74,65;21276874,55;74,18;88,26;88,73;95,31;;91,08;24,41;;;;;111349,25;positivo
Ivaiporã;2012;11562;412;44666939,26;4;41760;3409;14813;300;7383;73,04;434,662;384,07;17830;1001;373;1889837;628;1;4162;;;3;1694;0,7313;526;3;277;116,09;;104,56;116,09;95,17;43302293,7;97,86;109,65;101,34;100,8;;134,05;0,8;;;;;1364645,56;positivo
Ivaté;2012;2399;117;15149969,36;1;9579;1439;18814;26;1520;18,47;411,563;619,84;3498;211;68;384955;143;2;1021;;;3;288;0,7785;;1;51;172,94;;125,88;137,65;157,65;14916772,55;118,82;121,18;107,06;155,29;;143,53;;;;;1;233196,809999999;positivo
Ivatuba;2012;793;20;11527966,24;;5417;544;21155;6;1068;32,01;95,076;469,93;1137;164;73;149630;91;;513;;;;391;0,7538;;2;23;75;;90,63;81,25;46,88;10170047,99;71,88;84,38;87,5;62,5;;90,63;;;;;;1357918,25;positivo
Jaboti;2012;1519;72;10918128,33;;5212;1316;10631;6;1154;35,62;138,969;314,72;1869;124;56;224113;68;;774;;;;256;0,695;;;36;112,9;;103,23;109,68;111,29;10911131,58;101,61;91,94;109,68;138,71;;124,19;45,16;;;;;6996,75;positivo
Jacarezinho;2012;13588;548;61983298,12;5;91480;9220;18234;187;9813;64,74;603,111;385,6;17940;1216;748;2651928;468;3;6124;;;7;1727;0,7675;746;15;294;96,98;;84,92;80,4;86,26;63863508,16;81,91;86,1;81,07;86,26;;83,75;3,52;;;;;-1880210,04;negativo
Jaguapitã;2012;4864;163;28513720,45;5;59960;1966;31276;41;2792;25,96;478,452;437,43;5481;570;162;905000;408;7;1661;;;2;561;0,7592;;3;106;105,1;;112,74;112,74;117,83;26319638,85;111,46;108,92;123,57;114,65;;114,65;42,04;;;;1;2194081,6;positivo
Jaguariaíva;2012;11784;582;70627823,41;4;588167;;26427;84;7941;22,58;1456,401;228,75;13522;882;325;1597000;557;5;5020;;;9;1708;0,7128;331;5;205;108,29;;101,26;95,5;93,33;63751276,84;81,62;99,1;86,67;114,05;;119,82;19,82;;;;;6876546,56999999;positivo
Jandaia do Sul;2012;7576;234;42871463,19;5;33855;5162;28162;130;4295;108,4;187,811;382,6;11565;734;354;1274883;380;3;2610;;;;893;0,8069;58;1;169;96,98;;102,16;103,45;96,98;38434587,93;100,86;109,48;112,5;109,05;;103,45;20,69;;;;;4436875,26;positivo
Janiópolis;2012;1997;66;14213797,09;1;7439;1412;16083;;1291;18,65;337,687;492,92;2732;194;61;305740;133;5;846;1;;1;251;0,7248;;4;67;116,92;;110,77;109,23;103,08;13726386,31;118,46;126,15;120;76,92;;115,38;;;;;;487410,779999999;positivo
Japira;2012;1113;57;10590804,09;;5324;1114;14768;4;987;25,94;189,08;303,63;1405;105;50;164863;55;;676;;;;206;0,6041;;4;27;98,33;;98,33;105;105;10431704,25;88,33;98,33;110;101,67;;105;38,33;;;;;159099,84;positivo
Japurá;2012;3142;75;16731533,54;1;20672;673;13878;32;1656;52,06;166,515;528,54;4761;222;117;490000;105;2;1070;;;;364;0,7787;;1;58;70,64;;90,83;77,06;88,99;14796178,34;74,31;86,24;82,57;84,4;;87,16;13,76;;;;;1935355,2;positivo
Jardim Alegre;2012;2899;155;23462610,78;3;12622;2732;12198;;2605;29,51;410,772;381,66;5383;348;85;441327;263;;1503;;;2;754;0,606;;;96;164,44;;106,67;151,85;105,19;23687654,7;103,7;112,59;109,63;108,15;;132,59;;;;;1;-225043,919999998;negativo
Jardim Olinda;2012;602;20;8665215,02;;1896;434;18285;;386;10,83;128,473;539,47;946;121;76;82000;45;;185;;;;80;0,717;;;8;77,78;;66,67;66,67;66,67;8417796,89;59,26;74,07;100;103,7;;59,26;22,22;;;;;247418,129999999;positivo
Jataizinho;2012;4152;158;23045178,88;2;22662;3229;11999;23;3192;73,83;161,977;399,69;5887;520;333;729590;187;2;2085;;1;4;587;0,6911;;;84;85,23;;91,48;78,98;84,66;22298784,42;87,5;95,45;90,91;103,98;;88,07;37,5;;;;;746394,459999997;positivo
Jesuítas;2012;2701;96;16860359,18;2;15766;1302;17725;26;1751;35,62;249,207;578,32;4976;299;105;398485;194;1;1098;;;2;354;0,7484;;;55;92,92;;95,58;106,19;96,46;17413725,27;90,27;95,58;98,23;95,58;;97,35;7,96;;;;;-553366,09;negativo
Joaquim Távora;2012;3880;129;19690591,17;4;31393;2267;24253;17;2294;37,67;289,337;336,25;4671;499;289;576691;210;1;1419;;;5;376;0,7413;;1;113;93,2;;89,8;93,88;92,52;20130765,27;89,8;100,68;92,52;83,67;;92,52;4,76;;;;;-440174,099999998;negativo
Jundiaí do Sul;2012;966;36;9283489,76;;5440;317;17542;6;767;10,63;319,744;354,35;957;114;52;136492;62;;471;;;2;182;0,7262;;;25;88,57;;105,71;122,86;82,86;9199151,63;88,57;88,57;100;85,71;;102,86;31,43;;;;;84338,129999999;positivo
Juranda;2012;2569;94;16270161,98;1;11245;2031;26625;21;1672;21,89;345,757;516,44;4265;238;152;397970;86;1;1084;;;1;350;0,7221;;;46;137,5;;130,56;126,39;123,61;16994279,17;141,67;123,61;126,39;129,17;;125;40,28;;;;;-724117,190000001;negativo
Jussara;2012;2648;91;17059364,63;;15291;1668;19926;22;1420;32,05;207,709;514,61;3333;269;106;576000;163;;883;;;2;268;0,7708;;2;46;81,31;;72,9;71,96;70,09;18364016,23;57,94;71,03;84,11;76,64;;71,96;1,87;;;;1;-1304651,6;negativo
Kaloré;2012;1633;45;12047824,83;;4997;980;15013;5;819;22,82;193,908;374,45;2255;180;106;110000;74;;481;;;2;158;0,7679;;1;49;144,74;;102,63;97,37;113,16;12131187,72;113,16;100;102,63;110,53;;97,37;23,68;;;;;-83362,8900000006;negativo
Lapa;2012;11184;705;73414943,1;5;100585;4680;21757;161;9849;21,61;2097,751;72,1;20200;841;425;1659689;416;13;6898;;;8;2030;0,6863;80;8;307;110,21;;120,26;71,45;64,91;77682561,81;90,43;112,6;79,9;102,23;;148,96;48,8;;;;;-4267618,71000001;negativo
Laranjal;2012;794;98;12816006,39;1;4177;1585;8722;1;1767;11,21;558,013;415,45;1433;126;76;117840;50;;1338;;;;303;0,5607;;;36;104;;94;97;101;12364195,44;94;98;100;100;;98;33;;;;;451810,950000001;positivo
Laranjeiras do Sul;2012;9359;490;50547696,4;5;44991;7112;12372;191;7652;45,88;673,313;361,48;13230;1113;489;1365270;624;14;4853;;;29;1680;0,7158;6;3;210;105,41;;97,3;103,15;107,88;53378677,1;105,63;108,11;102,48;109,01;;100,68;44,82;;;;;-2830980,7;negativo
